Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
7276,-20.46649,127.0,-22.206997,prod19,-1.74,9.74,3.76,-1.08,0.24,0.15,-0.37,-0.96,0.68,-1.34,0.39,0.99,-0.07,0.04,1.01,-0.27,0.41,0.39,0.08,-0.06,-0.29,-0.13,0.16,0.06,0.15,0.37,0.3,0.05,0.04,-0.03,0.2,0.18,0.18,0.13,0.19,0.12,-0.0,-0.02,-0.18,0.11,-0.06,0.08,-0.1,0.05,0.05,-0.11
7277,-20.75103,127.0,-22.132792,prod19,-1.38,10.14,3.38,-1.1,0.33,0.4,-0.44,-0.76,0.69,-1.0,-0.2,0.14,-0.2,-0.27,0.9,-0.16,0.32,0.46,0.02,-0.19,0.26,-0.0,-0.32,-0.28,0.35,0.18,0.66,0.39,-0.3,0.2,0.0,0.15,-0.2,0.26,-0.17,0.31,0.11,0.15,0.07,0.01,0.16,-0.1,0.31,-0.07,-0.0,-0.01
7278,-20.678738,127.0,-23.16883,prod19,-2.49,10.06,3.85,-1.08,0.02,0.02,-0.25,-0.95,0.61,-1.33,-0.67,0.4,0.39,0.46,0.97,-0.03,0.03,-0.15,0.84,-0.02,0.05,-0.28,0.07,-0.29,0.33,-0.02,0.56,0.15,-0.15,-0.16,0.14,0.19,0.21,0.03,0.14,0.06,0.14,0.01,0.04,0.15,-0.17,-0.21,-0.16,-0.02,-0.04,-0.08
7279,-20.080267,127.0,-22.982985,prod19,-2.9,9.48,3.38,-0.93,0.06,0.38,-0.21,-0.91,0.95,-1.02,-0.48,0.27,0.45,-0.2,0.41,-0.12,0.04,-0.12,0.71,-0.01,-0.18,-0.56,-0.35,-0.39,0.1,-0.47,0.5,0.74,-0.09,0.09,0.14,0.25,-0.2,-0.3,0.03,0.11,0.25,-0.13,-0.03,-0.04,0.01,-0.1,-0.15,0.09,0.2,-0.08
7280,-20.166105,127.0,-22.837267,prod19,-2.67,9.13,3.69,-1.09,0.27,0.54,-0.45,-0.92,0.32,-1.19,-0.47,0.28,-0.1,-0.01,0.71,-0.14,0.35,0.57,0.36,0.02,-0.02,-0.32,0.03,0.07,0.46,-0.28,0.21,0.25,-0.6,0.18,-0.12,-0.03,-0.37,0.19,0.22,0.05,0.14,0.01,-0.11,-0.02,-0.04,0.1,-0.22,0.16,0.12,-0.06
7281,-20.338991,127.0,-23.308613,prod19,-2.97,10.3,3.45,-1.15,0.25,0.22,-0.32,-0.89,0.61,-0.88,-0.09,-0.03,0.14,0.05,0.37,-0.01,0.42,0.31,-0.06,-0.12,0.36,-0.14,-0.3,-0.21,0.29,-0.31,0.24,0.19,0.05,-0.03,0.14,0.0,-0.04,0.13,0.26,0.13,0.09,-0.01,0.02,0.08,0.13,0.11,0.02,0.02,0.05,-0.07
7282,-19.937763,127.0,-23.206459,prod19,-3.27,10.28,3.9,-1.02,0.41,0.29,-0.34,-0.76,0.5,-0.89,0.2,0.42,0.24,-0.2,0.87,0.34,-0.03,0.14,0.31,0.1,-0.19,-0.48,-0.03,-0.27,0.21,-0.06,0.34,0.15,-0.06,-0.14,-0.05,-0.18,0.11,0.11,0.02,-0.29,0.05,-0.18,-0.1,0.12,-0.07,-0.01,-0.08,-0.06,0.07,0.03
7283,-19.925611,127.0,-23.179792,prod19,-3.25,10.27,3.9,-1.09,0.27,0.05,-0.41,-1.14,0.79,-1.15,-0.08,-0.06,0.18,-0.33,0.25,0.12,0.53,0.11,0.42,0.12,-0.27,-0.34,-0.14,-0.13,0.55,0.09,0.52,0.12,0.35,-0.08,-0.11,0.04,-0.06,-0.04,0.08,0.14,0.26,-0.13,0.06,-0.24,0.12,0.05,-0.07,-0.03,0.14,0.01
7284,-20.279089,127.0,-23.41819,prod19,-3.14,10.74,3.76,-1.1,0.22,0.09,-0.61,-0.68,0.74,-0.9,-0.22,0.15,0.11,0.14,0.73,0.26,-0.01,0.44,0.09,0.19,-0.37,-0.45,-0.02,-0.34,0.36,-0.34,0.5,0.31,-0.56,-0.11,0.23,0.33,0.15,-0.17,-0.22,-0.14,0.26,-0.18,-0.07,0.04,0.03,0.18,-0.11,0.17,0.07,-0.03
7285,-20.55351,127.0,-23.570822,prod19,-3.02,9.81,3.51,-1.1,0.06,-0.08,-0.65,-0.73,1.16,-0.97,-0.3,0.14,0.13,0.49,0.51,0.21,0.58,0.6,-0.06,-0.47,-0.31,-0.37,-0.08,0.02,-0.12,-0.32,0.27,0.35,-0.37,-0.02,-0.12,-0.07,0.09,0.14,-0.04,0.05,0.12,0.06,-0.1,-0.07,-0.03,0.04,-0.17,0.08,-0.01,-0.02
7286,-20.301525,127.0,-22.932995,prod19,-2.63,10.17,3.54,-1.11,0.01,0.17,-0.49,-0.85,0.65,-1.17,-0.28,0.16,-0.35,-0.39,0.63,0.25,0.31,0.46,0.2,-0.24,0.0,0.08,-0.1,-0.26,-0.01,-0.09,-0.04,-0.06,-0.04,-0.26,0.1,0.1,0.11,-0.02,0.04,0.06,-0.15,-0.18,0.24,-0.11,0.07,0.02,0.06,0.08,-0.01,-0.06
7287,-21.37971,127.0,-23.796461,prod19,-2.42,8.98,4.39,-1.01,0.2,-0.12,-0.59,-0.88,0.62,-1.26,-0.32,0.06,-0.06,-0.08,0.24,0.02,-0.31,0.65,0.51,0.35,0.15,-0.14,-0.06,0.17,0.18,-0.14,0.47,0.11,-0.22,0.08,-0.25,0.02,-0.18,-0.08,0.13,0.1,-0.23,-0.07,0.13,-0.15,0.04,-0.15,-0.04,0.07,-0.01,-0.06
7288,-21.895035,127.0,-24.896807,prod19,-3.0,10.35,3.78,-1.12,-0.14,-0.36,-0.75,-0.63,0.96,-1.12,-0.31,0.64,-0.34,0.83,0.43,0.64,0.63,0.5,-0.17,-0.4,0.02,-0.21,0.1,-0.53,0.84,-0.76,-0.07,0.5,-0.04,-0.14,0.06,0.02,0.2,-0.25,0.41,0.11,0.32,-0.06,-0.1,0.24,0.1,0.11,-0.02,0.19,-0.01,-0.02
7289,-21.251055,127.0,-24.7004,prod19,-3.45,11.86,4.03,-1.2,0.64,0.15,-0.39,-0.8,0.53,-1.14,-0.06,0.0,-0.27,0.16,0.8,-0.23,0.39,0.16,-0.55,0.02,-0.06,-0.55,0.28,-0.2,0.12,-0.37,0.47,-0.28,0.02,-0.27,0.59,-0.34,0.19,0.05,-0.07,-0.05,0.24,0.1,-0.11,-0.14,-0.09,0.04,-0.03,-0.18,-0.01,0.07
7290,-21.620686,127.0,-26.988596,prod19,-5.37,10.79,4.13,-1.12,0.19,0.03,-0.07,-1.0,1.01,-1.28,-0.53,0.12,-0.07,-0.23,0.17,-0.33,0.81,0.68,0.16,0.02,-0.2,-0.22,0.07,-0.02,0.43,-0.3,-0.04,-0.14,0.28,-0.28,0.37,0.17,0.05,0.01,0.25,0.1,0.52,0.03,0.17,-0.1,0.09,0.11,-0.05,0.2,-0.1,-0.06
7291,-20.949236,127.0,-27.774254,prod19,-6.83,10.14,4.33,-1.14,0.14,0.1,-0.38,-0.92,1.18,-0.81,-0.35,0.58,-0.26,0.24,0.41,-0.07,0.49,0.95,0.2,-0.22,0.31,-0.64,0.38,0.48,0.53,-0.2,0.05,-0.08,-0.13,-0.01,0.28,-0.2,0.29,0.25,0.05,0.31,0.38,-0.08,-0.02,-0.16,-0.06,0.03,0.03,0.01,0.02,-0.02
7292,-20.70129,127.0,-26.304193,prod19,-5.6,10.35,3.75,-1.29,0.73,-0.02,-0.12,-0.88,1.07,-1.33,-0.75,-0.06,0.77,0.09,1.43,0.08,0.7,0.29,0.36,-0.26,-0.44,-0.86,0.05,0.48,0.69,-0.38,-0.2,-0.04,0.07,-0.17,0.07,-0.63,-0.17,0.1,0.54,-0.05,0.06,0.03,0.11,-0.16,-0.06,0.25,-0.03,-0.06,-0.07,-0.05
7293,-20.400831,119.0,-1.3735715,prod19,19.03,10.1,3.87,-1.1,0.24,0.65,-0.15,-0.8,0.6,-1.07,0.01,0.91,-0.25,0.46,0.35,-0.56,0.2,0.75,0.19,-0.23,-0.4,-0.44,-0.37,-0.21,0.52,0.07,0.09,0.18,-0.21,0.02,-0.06,-0.16,-0.09,-0.37,-0.03,0.06,0.41,-0.2,0.1,0.12,-0.03,0.11,0.05,0.09,-0.02,-0.08
7294,-20.135574,119.0,-2.05006,prod19,18.09,9.28,3.4,-1.06,0.06,0.25,-0.34,-0.86,0.61,-1.43,-0.37,0.48,0.14,0.38,0.15,-0.45,0.42,0.45,0.31,-0.28,-0.23,-0.24,-0.04,-0.2,0.31,-0.1,0.22,0.28,0.08,-0.13,-0.28,0.22,0.3,0.13,0.27,0.02,-0.1,0.01,0.0,0.11,-0.09,0.27,-0.0,0.07,0.04,-0.15
7295,-20.658978,119.0,0.823052,prod19,21.48,10.41,3.77,-1.14,0.49,0.23,-0.28,-0.97,1.59,-1.18,-0.69,0.07,-0.49,0.32,0.39,0.13,0.19,0.65,0.21,-0.69,-0.81,-0.4,-0.11,-0.04,0.18,0.15,-0.67,-0.01,0.34,-0.19,0.09,0.05,0.19,-0.1,-0.04,-0.03,0.0,-0.05,0.43,-0.32,0.15,0.12,-0.01,0.01,-0.07,-0.13
7296,-20.93794,119.0,-3.4833345,prod19,17.45,9.47,4.15,-1.02,0.51,0.56,-0.43,-1.03,1.24,-0.54,-0.64,-0.15,-0.15,0.47,0.3,-0.19,0.63,0.8,0.13,-0.08,-0.56,-0.25,0.04,0.16,0.31,0.1,-0.05,-0.31,-0.14,0.19,-0.11,-0.27,-0.3,0.07,0.27,0.04,0.06,0.23,0.11,-0.03,0.16,0.4,0.12,-0.03,-0.08,-0.21
7297,-20.963182,119.0,-1.3076305,prod19,19.66,9.03,3.78,-0.99,0.24,0.44,-0.41,-0.48,1.48,-0.64,-0.5,0.37,0.03,0.31,0.34,-0.26,-0.05,0.62,0.46,-0.08,-0.74,-0.64,0.05,-0.2,-0.1,0.17,-0.12,0.2,-0.11,-0.05,-0.32,0.12,0.08,0.14,0.3,0.12,-0.07,-0.11,0.07,-0.2,0.18,0.25,0.1,0.01,0.05,-0.05
7298,-21.325365,119.0,0.8286691,prod19,22.15,10.23,3.51,-1.11,0.52,0.42,-0.18,-0.62,0.74,-0.64,0.19,0.36,0.49,0.06,0.37,-0.25,0.35,0.07,0.27,-0.18,-0.25,-0.2,-0.06,-0.33,0.07,0.25,0.39,0.07,0.21,-0.28,0.26,-0.24,0.06,0.43,0.23,0.1,-0.06,0.1,-0.04,-0.35,-0.04,-0.03,0.01,-0.01,-0.08,0.04
7299,-21.104809,119.0,0.068185985,prod19,21.17,8.84,4.01,-1.03,0.26,0.79,-0.2,-0.8,0.62,-0.86,-0.13,0.3,-0.21,-0.07,0.26,-0.01,0.18,0.19,0.5,-0.18,-0.0,-0.45,0.12,0.23,0.76,0.49,0.53,0.1,0.11,-0.24,-0.29,-0.3,-0.12,-0.02,0.0,0.31,-0.23,0.03,0.03,-0.34,-0.08,-0.09,-0.0,-0.04,-0.18,0.04
7300,-21.023144,129.0,-23.68859,prod19,-2.67,9.78,3.37,-1.16,0.57,0.51,-0.24,-0.9,0.64,-0.77,-0.06,0.15,0.12,-0.4,0.55,0.06,0.13,0.12,0.69,-0.47,0.07,-0.6,0.12,-0.25,0.42,-0.05,-0.12,0.39,-0.27,0.4,-0.07,-0.45,0.23,-0.38,-0.09,0.25,0.19,0.07,-0.01,0.15,0.04,0.1,0.28,0.04,-0.09,0.01
7301,-19.77735,119.0,0.97558486,prod19,20.75,9.45,3.89,-1.04,0.37,0.78,-0.38,-0.85,0.46,-0.63,0.06,0.11,-0.72,0.04,0.8,-0.25,0.37,0.74,0.08,-0.25,0.1,-0.14,0.06,0.14,0.38,0.09,0.08,0.24,-0.07,0.16,-0.39,-0.25,0.36,0.14,0.04,-0.03,0.07,0.1,-0.12,0.01,0.04,-0.04,0.14,0.0,-0.04,0.06
7302,-19.173729,119.0,1.6755255,prod19,20.85,9.78,3.65,-1.12,0.14,0.58,-0.4,-0.96,0.68,-0.9,-0.43,0.45,-0.31,-0.48,0.66,-0.49,-0.0,-0.13,0.64,0.24,-0.3,-0.15,-0.01,-0.18,0.19,0.25,0.09,0.27,-0.36,-0.03,0.01,-0.13,-0.29,0.17,0.28,-0.06,0.02,0.23,-0.2,0.03,0.1,0.01,0.36,0.03,-0.13,0.05
7303,-19.43444,127.0,-35.85849,prod19,-16.42,8.49,3.85,-1.09,0.22,0.75,-0.36,-1.01,0.7,-0.84,-0.5,0.33,-0.15,0.29,-0.03,0.06,0.51,0.69,0.79,-0.46,0.47,-0.02,-0.06,0.32,0.28,0.02,0.1,-0.11,-0.34,0.07,0.24,-0.02,-0.18,-0.35,0.31,0.47,-0.29,0.1,0.3,-0.15,0.01,0.01,0.19,0.04,-0.02,0.11
7304,-19.706795,127.0,-34.350998,prod19,-14.64,8.24,3.61,-1.01,0.4,0.52,-0.29,-0.76,0.83,-0.57,-0.08,-0.04,0.28,-0.57,0.7,0.1,0.06,0.15,0.14,0.17,0.1,0.01,0.04,0.39,0.25,0.2,-0.19,0.29,-0.14,0.28,-0.5,-0.04,-0.16,-0.29,0.33,0.4,-0.0,-0.1,-0.08,-0.1,0.07,-0.08,0.28,0.14,-0.08,-0.14
7305,-19.696976,127.0,-35.46701,prod19,-15.77,8.89,4.39,-1.06,0.64,0.51,-0.73,-0.64,1.22,-0.24,-0.24,0.4,-0.19,-0.25,0.63,0.28,-0.39,0.4,0.02,0.36,-0.29,-0.18,0.05,0.2,0.04,-0.05,-0.05,0.24,-0.19,0.2,-0.06,-0.54,-0.52,0.17,0.31,0.27,-0.04,0.23,0.12,-0.13,0.07,-0.02,0.16,0.16,-0.16,-0.03
7306,-19.995562,127.0,-34.606274,prod19,-14.61,9.05,4.44,-1.1,0.36,0.4,-0.33,-0.8,0.82,-1.15,-0.7,0.09,-0.51,0.36,1.07,0.18,0.34,0.58,0.59,-0.07,-0.2,0.04,-0.27,-0.17,-0.06,0.4,0.27,0.44,0.17,0.02,-0.15,-0.71,-0.04,0.03,0.54,0.29,-0.01,0.18,-0.16,0.08,-0.01,-0.08,0.12,-0.07,-0.0,0.06
7307,-19.387186,127.0,-31.644764,prod19,-12.26,9.24,3.59,-1.04,0.26,0.52,-0.35,-0.72,0.88,-0.85,-0.15,0.24,-0.07,-0.25,0.7,0.5,-0.01,0.3,-0.02,-0.17,0.07,0.04,-0.06,-0.35,0.32,0.08,0.06,0.24,0.01,0.09,-0.12,-0.42,-0.18,-0.15,0.53,0.16,-0.15,0.11,-0.0,-0.08,0.19,0.16,0.38,-0.07,-0.07,0.03
7308,-19.147923,127.0,-29.546917,prod19,-10.4,9.58,3.54,-1.06,0.05,0.35,-0.11,-0.52,0.64,-0.8,-0.2,0.14,-0.07,-0.1,0.96,0.3,-0.26,0.02,0.43,-0.15,0.49,0.64,0.17,-0.1,-0.19,-0.31,-0.16,0.44,0.14,-0.22,-0.19,-0.1,0.11,0.11,0.24,0.16,-0.13,0.3,-0.2,0.09,-0.12,0.08,0.01,-0.17,-0.15,0.03
7309,-19.504904,127.0,-31.448185,prod19,-11.94,9.88,3.7,-1.16,0.22,0.31,-0.18,-0.71,0.59,-0.73,0.16,-0.2,-0.11,0.41,0.49,-0.29,0.14,0.69,0.2,0.12,-0.11,-0.39,0.2,0.15,-0.03,-0.21,0.18,0.43,0.06,-0.15,-0.21,-0.11,-0.05,0.04,-0.0,0.34,0.32,0.52,0.01,-0.06,-0.04,0.12,0.24,-0.07,-0.04,-0.08
7310,-18.74454,127.0,-27.31332,prod19,-8.57,10.42,3.51,-1.16,0.6,0.49,-0.31,-0.76,0.17,-0.75,-0.26,-0.31,0.15,-0.2,0.66,-0.11,-0.03,0.29,-0.02,0.13,0.28,-0.0,-0.19,-0.31,0.11,-0.61,-0.11,0.46,0.19,-0.26,-0.17,-0.3,-0.03,0.26,0.33,0.05,0.24,0.02,0.23,0.08,0.02,0.05,0.31,0.11,0.12,0.06
7311,-18.937346,127.0,-29.31495,prod19,-10.38,9.01,3.58,-1.14,0.41,0.44,-0.38,-0.66,0.93,-0.84,-0.6,-0.65,-0.17,-0.04,0.83,0.11,0.22,0.98,0.08,-0.24,-0.42,0.33,-0.17,0.03,0.07,-0.14,-0.4,0.33,-0.36,0.02,-0.15,-0.12,0.08,-0.08,0.48,0.15,-0.14,-0.1,0.2,-0.06,0.05,0.13,0.05,0.26,-0.0,0.01
7312,-19.280762,127.0,-28.201626,prod19,-8.92,8.88,3.43,-1.12,0.24,0.45,-0.22,-1.02,0.68,-0.77,-0.13,-0.14,-0.03,-0.06,0.4,-0.2,0.25,0.53,-0.07,0.02,-0.05,-0.06,-0.36,0.15,0.24,0.12,-0.09,0.53,-0.09,0.33,0.15,-0.23,-0.06,0.02,0.29,0.37,0.02,0.07,-0.05,-0.02,-0.14,-0.0,0.12,0.06,-0.05,-0.03
7313,-18.535952,127.0,-25.880617,prod19,-7.34,9.68,4.02,-1.18,0.46,0.51,-0.46,-0.67,0.28,-0.69,-0.48,-0.26,-0.27,0.14,0.79,0.03,0.83,0.69,0.23,0.53,0.17,0.23,0.21,-0.17,0.19,-0.46,0.52,0.5,-0.07,-0.25,-0.25,-0.11,0.38,0.1,0.09,0.24,-0.2,0.3,-0.22,0.18,-0.12,0.11,0.34,0.03,-0.09,0.13
7314,-18.119276,127.0,-30.33951,prod19,-12.22,9.76,3.66,-1.2,0.4,0.27,-0.33,-0.65,0.5,-0.32,-0.11,0.36,0.08,0.14,0.11,0.3,-0.36,0.55,0.07,0.13,0.09,0.05,-0.19,-0.2,0.17,-0.44,0.1,0.4,-0.16,0.22,-0.06,0.0,-0.16,-0.19,0.23,0.19,0.2,0.11,0.23,-0.16,0.03,-0.08,0.03,0.05,-0.03,0.07
7315,-18.194002,129.0,-20.61505,prod19,-2.42,8.56,3.81,-1.05,0.25,0.44,-0.47,-0.52,0.75,-0.62,-0.51,-0.46,-0.01,0.17,0.19,-0.05,0.53,0.89,0.24,0.45,-0.11,-0.15,0.03,-0.14,0.06,-0.16,0.0,0.73,-0.53,0.2,-0.42,-0.08,-0.2,-0.19,0.36,0.26,0.09,0.23,-0.19,0.0,0.07,0.15,0.3,0.0,-0.12,0.03
7316,-18.646618,112.0,-32.013214,prod19,-13.37,9.61,3.72,-1.1,0.12,0.22,-0.39,-0.52,0.78,-0.86,-0.27,-0.23,0.05,0.03,0.77,-0.28,0.11,0.55,-0.15,0.2,0.11,0.22,0.01,-0.21,-0.39,-0.04,0.03,0.41,-0.03,-0.11,-0.39,-0.29,-0.1,-0.11,0.14,0.17,0.05,0.27,-0.14,-0.05,-0.06,0.15,0.25,-0.04,-0.1,0.05
7317,-18.992533,112.0,-34.69718,prod19,-15.7,9.44,3.34,-1.17,0.42,0.46,-0.13,-0.65,0.37,-0.71,0.19,0.32,0.06,0.95,0.73,-0.13,0.88,0.46,0.42,-0.37,0.55,0.01,-0.3,0.27,-0.08,-0.38,0.09,0.69,-0.03,0.14,-0.35,-0.28,0.04,0.01,0.04,0.14,-0.23,0.18,-0.27,0.08,-0.0,0.05,0.09,-0.03,-0.06,0.13
7318,-18.407318,119.0,0.28052747,prod19,18.69,8.52,3.64,-1.03,0.28,0.93,-0.24,-0.69,0.76,-0.68,-0.37,-0.03,0.29,-0.3,0.38,0.2,0.15,0.1,0.24,0.32,-0.19,0.22,-0.48,-0.24,-0.06,-0.08,-0.21,0.47,-0.1,-0.02,-0.14,0.04,-0.24,-0.47,0.17,0.24,-0.28,0.0,0.34,0.23,-0.01,0.01,0.11,0.04,0.12,-0.04
7319,-19.201862,119.0,-1.886055,prod19,17.32,9.09,3.64,-1.07,0.38,0.64,-0.33,-0.71,0.49,-1.03,-0.28,-0.06,0.14,-0.25,0.27,0.4,0.36,0.07,0.17,-0.12,0.83,0.27,-0.37,0.08,-0.16,-0.08,-0.4,-0.0,-0.08,0.49,0.2,-0.05,0.01,-0.36,0.22,0.26,-0.16,-0.19,-0.08,0.2,0.03,0.14,0.14,0.13,0.04,-0.0
7320,-19.311678,112.0,-37.32347,prod19,-18.01,8.54,4.02,-1.09,0.45,0.67,-0.54,-0.82,0.51,-1.25,-0.23,0.48,0.1,0.01,0.5,0.07,0.86,0.25,0.11,0.4,0.03,0.24,-0.22,0.05,0.22,0.04,0.35,0.24,-0.37,0.09,0.03,0.02,-0.13,-0.08,0.31,0.51,-0.27,0.09,-0.15,0.12,0.18,0.02,0.11,0.09,-0.07,0.04
7321,-19.513218,112.0,-37.51199,prod19,-18.0,9.97,3.81,-1.16,0.22,0.4,-0.31,-0.84,0.88,-0.45,-0.12,-0.4,0.07,0.04,0.88,0.03,0.37,0.41,0.37,0.09,-0.34,-0.38,-0.14,0.18,0.61,0.04,-0.33,0.18,0.25,-0.14,-0.05,-0.25,-0.25,-0.36,0.02,0.31,0.06,-0.11,0.18,-0.25,0.15,-0.05,0.09,0.01,-0.06,0.03
7322,-19.211283,112.0,-37.000805,prod19,-17.79,8.51,3.88,-0.98,0.13,0.42,-0.37,-0.84,0.61,-0.89,0.11,0.33,-0.16,-0.59,0.45,0.04,-0.2,0.22,0.29,0.08,0.25,-0.17,-0.07,0.43,0.42,-0.19,0.3,0.14,0.19,0.1,-0.15,0.16,0.02,-0.15,0.18,0.44,-0.06,0.21,0.2,-0.19,-0.05,-0.05,0.11,0.09,-0.02,0.07
7323,-19.44221,119.0,-3.7254138,prod19,15.72,8.99,3.45,-1.18,0.5,0.41,-0.46,-0.7,0.28,-0.88,-0.31,0.02,0.21,-0.05,0.73,0.57,0.34,0.17,0.3,-0.04,0.13,-0.04,-0.69,-0.11,0.31,0.04,0.02,0.56,0.03,-0.27,-0.22,-0.28,0.29,-0.2,0.48,0.21,-0.34,0.01,-0.2,-0.04,-0.03,0.07,0.29,-0.0,-0.22,0.1
7324,-19.6899,112.0,-34.534866,prod19,-14.84,9.36,3.69,-1.05,0.29,0.32,-0.15,-0.4,0.66,-0.47,-0.25,0.02,0.47,-0.27,0.38,0.53,-0.59,-0.34,0.83,-0.34,0.48,0.23,-0.06,0.23,-0.25,-0.53,-0.52,0.76,0.41,-0.02,-0.3,-0.53,-0.01,-0.48,0.24,0.2,0.08,0.14,-0.22,0.01,0.14,0.04,0.12,-0.01,-0.1,0.11
7325,-19.4367,119.0,1.1002393,prod19,20.54,9.76,3.56,-1.08,0.18,0.45,-0.2,-0.77,0.58,-0.88,-0.3,-0.19,0.2,-0.1,0.79,0.13,0.41,0.12,0.4,0.15,0.0,-0.06,0.28,0.3,0.4,-0.24,0.51,0.54,0.1,-0.11,-0.04,0.1,0.0,0.12,0.61,-0.07,0.1,-0.08,-0.07,0.22,-0.02,0.11,0.09,0.03,-0.1,-0.05
7326,-18.622347,129.0,-21.394384,prod19,-2.77,7.83,3.88,-0.94,0.1,0.77,-0.3,-0.97,0.23,-0.5,-0.22,-0.07,-0.19,-0.64,0.3,0.18,-0.26,0.49,0.17,0.36,-0.14,-0.49,-0.07,0.34,0.27,-0.01,0.06,0.56,-0.09,0.13,-0.45,-0.13,0.22,-0.22,0.06,0.09,-0.33,0.04,-0.32,0.33,0.02,0.2,-0.03,-0.06,0.08,-0.04
7327,-18.783266,129.0,-21.464077,prod19,-2.68,9.78,3.62,-1.05,0.34,0.4,-0.27,-0.55,0.56,-0.78,-0.41,0.08,0.17,-0.17,0.98,0.15,-0.05,0.36,0.2,0.07,0.16,-0.08,0.01,-0.13,0.16,-0.23,0.06,0.55,-0.12,-0.01,-0.2,-0.05,-0.02,0.15,0.08,-0.06,0.07,0.01,-0.08,0.09,-0.01,-0.1,0.22,0.09,-0.02,0.01
7328,-19.492853,112.0,-35.721786,prod19,-16.23,9.27,4.37,-1.15,0.36,0.41,-0.19,-0.65,0.52,-0.8,-0.46,0.42,-0.24,0.6,0.41,0.19,0.89,0.43,0.37,0.56,-0.11,0.01,0.14,0.13,0.72,-0.31,0.19,0.5,-0.15,0.03,-0.16,-0.14,0.17,0.02,0.26,0.16,-0.1,0.15,-0.05,0.01,0.1,0.19,0.07,0.05,0.07,0.01
7329,-19.435604,129.0,-22.431677,prod19,-3.0,8.36,3.8,-1.1,0.31,0.47,-0.04,-0.35,0.48,-0.6,-0.49,0.49,0.15,-0.6,0.27,0.09,0.29,0.39,0.12,0.44,-0.33,-0.26,-0.31,0.15,0.34,-0.24,0.32,0.48,-0.15,-0.05,0.04,-0.29,-0.07,0.04,0.5,0.17,-0.5,0.27,-0.19,0.11,-0.11,0.19,0.21,-0.03,-0.11,-0.01
7330,-19.911888,119.0,0.58490866,prod19,20.5,9.42,4.58,-1.08,0.28,0.0,-0.31,-0.17,0.24,-0.69,-0.42,0.4,0.0,-0.32,1.03,0.04,1.07,0.41,0.59,0.54,0.18,0.03,-0.04,0.41,0.59,-0.18,0.51,0.42,0.25,0.04,-0.02,-0.44,-0.03,0.24,0.33,0.19,-0.21,0.19,0.03,0.24,-0.02,0.06,0.12,-0.14,-0.03,0.02
7331,-19.346928,112.0,-37.88329,prod19,-18.54,9.2,3.61,-1.05,0.39,0.47,-0.22,-0.74,0.93,-0.82,-0.27,0.03,-0.23,-0.06,0.57,0.03,0.68,0.31,0.23,-0.12,-0.07,-0.34,0.04,-0.1,0.77,-0.27,0.18,0.52,-0.06,-0.15,-0.08,0.12,-0.19,0.03,0.51,0.26,0.02,-0.01,0.09,0.2,-0.04,-0.08,0.1,0.02,0.11,-0.05
7332,-19.596163,119.0,-0.8548848,prod19,18.74,8.5,3.68,-1.16,0.57,0.54,-0.5,-1.07,0.84,-0.95,-0.44,0.05,0.13,-0.19,0.32,-0.19,0.63,0.29,-0.05,-0.17,-0.14,-0.07,0.03,0.3,0.16,0.09,0.4,0.52,0.1,-0.16,0.08,-0.29,-0.12,0.09,0.55,0.52,-0.01,0.7,-0.11,0.03,-0.26,-0.12,0.24,-0.03,-0.11,0.03
7333,-19.655027,129.0,-22.510073,prod19,-2.86,8.8,3.99,-0.96,0.16,0.87,-0.46,-0.71,0.64,-0.68,-0.24,0.03,-0.11,-0.32,0.28,0.64,-0.07,0.76,0.32,-0.08,-0.17,-0.24,0.09,0.0,0.78,-0.14,0.15,0.54,-0.29,-0.14,0.06,-0.18,0.01,-0.06,0.1,0.11,-0.11,0.03,-0.11,0.19,0.1,-0.06,0.17,0.02,0.1,-0.06
7334,-20.159395,129.0,-21.518665,prod19,-1.36,9.53,3.34,-1.15,0.56,0.79,-0.46,-0.78,0.43,-0.85,-0.38,-0.31,0.22,-0.43,0.73,-0.05,0.49,0.29,0.29,0.14,-0.5,-0.03,-0.33,-0.17,0.05,0.23,-0.15,0.67,-0.37,-0.12,0.05,0.31,-0.18,0.1,0.13,-0.08,0.15,0.45,-0.0,0.2,0.03,-0.05,0.06,0.0,-0.01,0.05
7335,-20.541958,129.0,-21.570183,prod19,-1.03,8.4,3.53,-0.99,0.19,0.75,-0.04,-1.03,0.53,-0.98,0.1,0.05,-0.15,-0.62,1.42,0.12,0.45,0.28,0.45,0.03,-0.3,-0.23,-0.99,0.2,-0.17,0.52,0.09,0.34,0.6,0.18,-0.05,-0.17,0.15,-0.11,0.32,0.31,-0.28,0.08,0.15,-0.09,0.09,-0.17,0.12,-0.09,-0.05,-0.03
