Frame,Z_coord_n1,na_res,Z_coord_na,prod
524,-9.199686,230,-22.20418,prod2
525,-9.264027,231,-6.0133357,prod2
526,-9.091,100,7.6220603,prod2
527,-8.814809,100,9.027276,prod2
528,-9.46983,231,-6.131468,prod2
529,-9.060587,231,-5.8726964,prod2
530,-10.201059,231,-6.9616146,prod2
531,-9.916988,231,-6.6434245,prod2
532,-10.46663,231,-7.468849,prod2
533,-9.860599,100,7.1748333,prod2
534,-9.704051,100,9.63109,prod2
535,-9.881144,100,5.544257,prod2
536,-9.202374,100,8.557304,prod2
537,-9.914652,231,-6.579333,prod2
538,-8.812187,231,-5.6190367,prod2
539,-8.789595,231,-5.335642,prod2
540,-8.783526,231,-5.759722,prod2
541,-8.7128935,231,-5.257622,prod2
542,-8.192359,231,-4.9049406,prod2
543,-8.65279,231,-5.1174226,prod2
544,-8.23968,100,9.956874,prod2
545,-7.868952,100,8.318517,prod2
546,-7.4586997,100,10.158735,prod2
547,-7.8230295,100,9.727682,prod2
548,-7.7435846,100,10.217837,prod2
549,-7.8496885,100,9.225024,prod2
550,-7.3911014,100,9.638958,prod2
551,-7.4949727,100,9.264995,prod2
552,-6.888281,100,9.329111,prod2
553,-7.500712,231,-4.2246594,prod2
554,-7.231839,100,9.384098,prod2
555,-7.6060877,231,-4.1530814,prod2
556,-7.4563828,231,-3.9046412,prod2
557,-6.7699738,112,11.6016035,prod2
558,-7.855158,231,-4.3749657,prod2
559,-7.8329506,231,-4.860247,prod2
560,-7.364223,112,12.160449,prod2
561,-7.056326,112,10.851886,prod2
562,-7.4758034,231,-3.7989357,prod2
563,-7.2306376,231,-3.8621724,prod2
564,-7.211717,231,-3.8369672,prod2
565,-7.08467,231,-3.7393916,prod2
566,-7.6984634,231,-4.0517154,prod2
567,-7.4332995,231,-3.850527,prod2
568,-8.084081,231,-4.788578,prod2
569,-7.9737115,231,-4.5036736,prod2
570,-8.307894,231,-4.939044,prod2
571,-8.076378,231,-4.757889,prod2
572,-7.6883593,112,11.058852,prod2
573,-7.861868,231,-4.551447,prod2
574,-7.9073887,112,12.78128,prod2
575,-7.495284,112,11.552317,prod2
576,-7.4272923,112,11.009532,prod2
577,-8.4437475,231,-5.0537024,prod2
578,-8.056489,112,9.988737,prod2
579,-8.373589,112,11.274569,prod2
580,-9.02459,112,10.264353,prod2
581,-8.457332,112,11.198928,prod2
582,-8.681404,231,-5.302159,prod2
583,-8.642581,112,9.544393,prod2
584,-8.330733,112,10.408127,prod2
585,-8.266529,112,12.11746,prod2
586,-8.551475,231,-5.3308134,prod2
587,-8.638878,112,10.203964,prod2
588,-8.966771,112,10.901071,prod2
589,-8.744846,231,-5.558021,prod2
590,-9.175578,231,-6.043459,prod2
